Name;SerialNumber
"Ноутбук Acer Extensa 15 EX 215-52-74UV <NX.EG8ER.00R> (Intel Core i7 1065G7, 8 ГБ, 512 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000062
"Ноутбук Acer Extensa 15 EX EX215-52-33MM <NX.EG8ER.00F> (Intel Core i3 1005G1, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000063
"Ноутбук Acer Extensa 15 EX EX215-52-38SC <NX.EG8ER.004> (Intel Core i3 1005G1, 4 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000064
"Ноутбук Acer Extensa 15 EX215-22-R2CX <NX.EG9ER.01Z> (AMD Athlon Silver 3050U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000065
"Ноутбук Acer Extensa 15 EX215-22-R6JD <NX.EG9ER.00M> (AMD Athlon Silver 3050U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000066
"Ноутбук Acer Extensa 15 EX215-31-P5VU <NX.EFTER.00U> (Intel Pentium Silver N5030, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000067
"Ноутбук Acer Extensa 15 EX215-32-C4FB <NX.EGNER.00A> (Celeron N4500, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000068
"Ноутбук Acer Extensa 15 EX215-32-C4FB <NX.EGNER.00A> (Intel Celeron N4500, 4 ГБ, 128 ГБ SSD, Win10, 15"")";LT-0000069
"Ноутбук Acer Extensa 15 EX215-32-P0N2 <NX.EGNER.004> (Intel Pentium N6000, 4 ГБ, 128 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000070
"Ноутбук Acer Extensa 15 EX215-54-3396 <NX.EGJER.00W> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, Win10Pro, 15"")";LT-0000071
"Ноутбук Acer Extensa 15 EX215-54-37DE <NX.EGJER.00F> (Intel Core i3 1115G4, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000072
"Ноутбук Acer Extensa 15 NX.EG9ER.01N <NX.EG9ER.01N> (AMD Ryzen 3 3250U, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000073
"Ноутбук Acer Extensa 15 NX.EGNER.006 <NX.EGNER.006> (Intel Celeron N4500, 4 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000074
"Ноутбук Acer Extensa 15.6"" FHD EXTENSA EX215-32-P711 BLACK (PEN N6000 / 4GB / 256GB SSD / NODVD / VGA INT / W10) (NX.EGNER.005) <NX.EGNER.005> (Intel Pentium N6000, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000075
"Ноутбук Acer Extensa EX215-22-R00X <NX.EG9ER.01P> (AMD Ryzen 3 3250U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000076
"Ноутбук Acer Extensa EX215-22-R3FS <NX.EG9ER.015> (AMD Ryzen 5 3500U, 8 ГБ, 1 ТБ SSD, WiFi, BT, Win10, 15"")";LT-0000077
"Ноутбук Acer Extensa EX215-22-R58T <NX.EG9ER.01C> (AMD Ryzen 5 3500U, 8 ГБ, 256 ГБ SSD, 1 ТБ HDD, WiFi, BT, Win10, 15"")";LT-0000078
"Ноутбук Acer Extensa EX215-31-P52D <NX.EFTER.00Y> (Intel Pentium Silver N5030, 4 ГБ, 128 ГБ SSD, WiFi, Win10Pro, 15"")";LT-0000079
"Ноутбук Acer Extensa EX215-32-C4QC <NX.EGNER.008> (Intel Celeron N4500, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000080
"Ноутбук Acer Extensa EX215-32-C4RG <NX.EGNER.00D> (Intel Celeron N5100, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000081
"Ноутбук Acer Extensa EX215-52-37LC <NX.EG8ER.016> (Intel Core i3 1005G1, 12 ГБ, 512 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000082
"Ноутбук Acer Extensa EX215-52-38MH <NX.EG8ER.019> (Intel Core i3 1005G1, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000083
"Ноутбук Acer Extensa EX215-54-355T <NX.EGJER.00L> i3 1115G4 / 4 / 128SSD / WiFi / BT / noOS / 15.6""";LT-0000084
"Ноутбук Acer Extensa EX215-54-7373 <NX.EGJER.00N> (Intel Core i7 1165G7, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000085
"Ноутбук Acer Extensa NX.EG8ER.01Q <NX.EG8ER.01Q> (Intel Core i3 1005G1, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000086
"Ноутбук Acer Extensa NX.EG9ER.006 (AMD Ryzen 3 3250U, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000087
"Ноутбук Acer Extensa NX.EG9ER.01K <NX.EG9ER.01K> (AMD Ryzen 5 3500U, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000088
"Ноутбук Acer Extensa NX.EGNER.00E <NX.EGNER.00E> (Intel Pentium N6000, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000089
"Ноутбук Acer NX.VMKER.008 <NX.VMKER.008> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 14"")";LT-0000090
"Ноутбук Acer TravelMate NX.VLHER.00P <NX.VLHER.00P> (Intel Core i3 10110U, 4 ГБ, WiFi, BT, Win10Pro, 14"")";LT-0000091
"Ноутбук Acer TravelMate P2 P215-52-30CQ <NX.VLLER.00R> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000092
"Ноутбук Acer TravelMate P2 TMP214-41-G2-R6QR (AMD Ryzen 3 Pro 5450U, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000093
"Ноутбук Acer TravelMate P2 TravelMate P214-52-3763 <NX.VLHER.00H> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000094
"Ноутбук Acer TravelMate P215-52-32X3 <NX.VLLER.00Q> (Intel Core i3 10110U, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000095
"Ноутбук Acer TravelMate P215-52-35RG <NX.VLLER.00S> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000096
"Ноутбук Acer TravelMate P215-53-36CS <NX.VPVER.00B> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000097
"Ноутбук Acer TravelMate P215-53-5480 <NX.VPVER.004> (Intel Core i5 1135G7, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000098
"Ноутбук Acer TravelMate TMP214-41-G2-R7VJ <NX.VSAER.006> (AMD Ryzen 5 Pro 5650U, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000099
"Ноутбук Apple MacBook Air M1 (2020 года) MGND3RU / A Gold <MGND3RU / A> (Apple M1, 8 ГБ, 256 ГБ SSD, WiFi, BT, MacOS, 13"")";LT-0000100
"Ноутбук Apple MacBook Air M1 (2020 года) Z124 / 4 Space Grey <Z1240004P> (Apple M1, 16 ГБ, 256 ГБ SSD, WiFi, BT, MacOS, 13"")";LT-0000101
"Ноутбук Apple MacBook Air M1 (2020 года) Z125 / 2 Space Grey <Z1250007J> (Apple M1, 8 ГБ, 2 ТБ SSD, WiFi, BT, MacOS, 13"")";LT-0000102
"Ноутбук Apple MacBook Air M1 (2020 года) Z127 / 3 Silver <Z12700039> (Apple M1, 8 ГБ, 2 ТБ SSD, WiFi, BT, MacOS, 13"")";LT-0000103
"Ноутбук Apple MacBook Air M1 (2020 года) Z127 / 4 Silver <Z12700034> (Apple M1, 16 ГБ, 256 ГБ SSD, WiFi, BT, MacOS, 13"")";LT-0000104
"Ноутбук Apple MacBook Air M1 (2020 года) Z12A / 4 Gold <Z12A0008Q> (Apple M1, 16 ГБ, 256 ГБ SSD, WiFi, BT, MacOS, 13"")";LT-0000105
"Ноутбук Apple MacBook Pro 13 M1 (2020 года) Z11C / 2 Space Grey <Z11C0002W> (Apple M1, 8 ГБ, 2 ТБ SSD, WiFi, BT, MacOS, 13"")";LT-0000106
"Ноутбук Apple MacBook Pro 13 M1 (2020 года) Z11C0002Z Space Grey <Z11C0002Z> (Apple M1, 16 ГБ, 512 ГБ SSD, WiFi, BT, MacOS, 13"")";LT-0000107
"Ноутбук Apple MacBook Pro 16 (2021 года) Z14W0007A Space Grey <Z14W0007A> (Apple M1 Max, 32 ГБ, WiFi, BT, MacOS, 16"")";LT-0000108
"Ноутбук Apple MacBook Pro 16 (2021 года) Z14X / 4 Space Grey <Z14X0004F> (Apple M1 Max, 64 ГБ, WiFi, BT, MacOS, 16"")";LT-0000109
"Ноутбук Apple MacBook Pro 16 (2021 года) Z14Y / 2 Silver <Z14Y0008D> (Apple M1 Max, 32 ГБ, 512 ГБ SSD, WiFi, BT, MacOS, 16"")";LT-0000110
"Ноутбук ASUS A516EA-EJ1572W <90NB0TY2-M31120> (Intel Pentium Gold 7505, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win11, 15"")";LT-0000111
"Ноутбук ASUS A516JA-BQ1913 <90NB0SR1-M36160> (Intel Core i3 1005G1, 8 ГБ, 512 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000112
"Ноутбук ASUS A516JA-BQ1918W <90NB0SR1-M42450> (Intel Core i7 1065G7, 16 ГБ, 512 ГБ SSD, WiFi, BT, Win11, 15"")";LT-0000113
"Ноутбук ASUS A516JA-BQ2665W <90NB0SR1-M00BS0> (Intel Core i5 1035G1, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win11, 15"")";LT-0000114
"Ноутбук ASUS A516JA-BQ2666 <90NB0SR1-M00BT0> (Intel Core i5 1035G1, 8 ГБ, 512 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000115
"Ноутбук ASUS ExpertBook Advanced B5302CEA-KG0628X <90NX03S1-M006J0> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win11Pro, 13"")";LT-0000116
"Ноутбук ASUS ExpertBook B1 B1400CEAE-EB3049T <90NX0421-M34430> (Intel Core i5 1135G7, 8 ГБ, 512 ГБ SSD, WiFi, BT, Win10, 14"")";LT-0000117
"Ноутбук ASUS ExpertBook B1 B1500CEAE-BQ0477R <90NX0441-M06190> (Intel Pentium Gold 7505, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000118
"Ноутбук ASUS Expertbook B1500CEAE-BQ2120T <90NX0441-M25170> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000119
"Ноутбук ASUS ExpertBook B3 Flip B3402FEA-EC0998X <90NX0491-M00VP0> (Intel Core i7 1165G7, 16 ГБ, 512 ГБ SSD, WiFi, BT, Win11Pro, 14"")";LT-0000120
"Ноутбук ASUS ExpertBook Essential 90NX0441-M25200 <90NX0441-M25200> (Intel Core i3 1115G4, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000121
"Ноутбук ASUS ExpertBook Essential B3402FEA-LE0772T <90NX0491-M00K40> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 14"")";LT-0000122
"Ноутбук ASUS ExpertBook Essential P1510CDA-EJ1015R <90NB0P55-M27600> (AMD Ryzen 3 3250U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10Pro, 15"")";LT-0000123
"Ноутбук ASUS ExpertBook L1 L1500CDA-BQ0641T <90NX0401-M06740> (AMD Ryzen 3 3250U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000124
"Ноутбук ASUS ExpertBook L1 L1500CDA-BQ0642 <90NX0401-M06750> (AMD Ryzen 3 3250U, 8 ГБ, 512 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000125
"Ноутбук ASUS ExpertBook Premium B9400CEA-KC1048W <90NX0SX1-M12920> (Intel Core i5 1135G7, 16 ГБ, 512 ГБ SSD, WiFi, BT, Win11, 14"")";LT-0000126
"Ноутбук ASUS K513EA-L13067 <90NB0SG1-M00K70> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000127
"Ноутбук ASUS L210MA-GJ243T <90NB0R41-M09020> (Intel Celeron N4020, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10, 11"")";LT-0000128
"Ноутбук ASUS Laptop A416JA-EB1185 <90NB0ST2-M23960> (Intel Core i5 1035G1, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000129
"Ноутбук ASUS Laptop E410MA-BV1516 <90NB0Q15-M40350> (Intel Pentium Silver N5030, 4 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000130
"Ноутбук ASUS Laptop E410MA-EK1281W <90NB0Q11-M41630> (Intel Celeron N4020, 4 ГБ, WiFi, BT, Win11, 14"")";LT-0000131
"Ноутбук ASUS Laptop E410MA-EK1327W <90NB0Q15-M40380> (Intel Celeron N4020, 4 ГБ, WiFi, BT, Win11, 14"")";LT-0000132
"Ноутбук ASUS Laptop E410MA-EK658T <90NB0Q15-M17860> (Intel Pentium Silver N5030, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 14"")";LT-0000133
"Ноутбук ASUS Laptop E510MA-BQ509W <90NB0Q64-M000X0> (Intel Celeron N4020, 4 ГБ, WiFi, BT, Win11, 15"")";LT-0000134
"Ноутбук ASUS Laptop E510MA-BQ579W <90NB0Q65-M14810> (Intel Pentium Silver N5030, 4 ГБ, WiFi, BT, Win11, 15"")";LT-0000135
"Ноутбук ASUS Laptop E510MA-BQ861W <90NB0Q65-M000V0> (Intel Pentium Silver N5030, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win11, 15"")";LT-0000136
"Ноутбук ASUS Laptop Laptop 15 X509FA-BR628T <90NB0MZ2-M18060> (Intel Pentium 5405U, 4 ГБ, 128 ГБ SSD, WiFi, BT, Win10, 15"")";LT-0000137
"Ноутбук ASUS Laptop P1512CEA-EJ0036 <90NX05E1-M00DT0> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000138
"Ноутбук ASUS Laptop X409FA-EK588T <90NB0MS2-M08820> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 14"")";LT-0000139
"Ноутбук ASUS Laptop X409FA-EK589T <90NB0MS2-M08830> (Intel Core i3 10110U, 4 ГБ, 256 ГБ SSD, WiFi, BT, Win10, 14"")";LT-0000140
"Ноутбук ASUS Laptop X409FA-EK589T <90NB0MS2-M09210> (Intel Core i3 10110U, 4 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 14"")";LT-0000141
"Ноутбук ASUS Laptop X509FA-BR948 <90NB0MZ2-M18820> (Intel Core i3 10110U, 8 ГБ, 256 ГБ SSD, 1 ТБ HDD, WiFi, BT, noOS, 15"")";LT-0000142
"Ноутбук ASUS PRO B1500CEAE-BQ1757 <90NX0441-M21220> (Intel Core i3 1115G4, 8 ГБ, 256 ГБ SSD, WiFi, BT, noOS, 15"")";LT-0000143
"Ноутбук ASUS Pro P1440FA-FQ2924T <90NX0211-M40510> (Intel Core i3 10110U, 4 ГБ, 1 ТБ HDD, WiFi, BT, Win10, 14"")";LT-0000144
