Name;SerialNumber
Компьютер B6100-SLIM (B6330LNi): Core i3-10105 / 8 Гб / 1 Тб / UHD Graphics 630 / DVDRW;PC-0000019
Компьютер B6100-SLIM (B6331LNi): Core i3-10105 / 8 Гб / 256 Гб SSD / UHD Graphics 630 / Win10 Pro;PC-0000020
Компьютер B6100a (B635SLNa): Athlon Gold 3150G / 8 Гб / 1 Тб / RADEON VEGA 3 / DVDRW;PC-0000021
Компьютер C6100 (C626QLNi): Core i5-10400 / 16 Гб / 1 Тб / UHD Graphics 630 / DVDRW;PC-0000022
Компьютер C6100 (C626ULNi): Core i5-10400 / 16 Гб / 512 Гб SSD / UHD Graphics 630 / Win10 Pro;PC-0000023
Компьютер C6100-SLIM (C626NLNi): Core i5-10400 / 16 Гб / 1 Тб / UHD Graphics 630 / DVDRW;PC-0000024
Компьютер C6100-SLIM (C626PLNi): Core i5-10400 / 16 Гб / 512 Гб SSD / UHD Graphics 630 / Win10 Pro;PC-0000025
Компьютер C6100a (C637XLNa): Ryzen 5 4650G / 16 Гб / 1 Тб / RADEON VEGA 7 / DVDRW;PC-0000026
Компьютер C6100a (C637YLNa): Ryzen 5 4650G / 16 Гб / 512 Гб SSD / RADEON VEGA 7 / Win10 Pro;PC-0000027
Компьютер (Z0452595) A6100a: A8 9600 / 4 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000028
Компьютер (Z0458176) C6000: Core i5-8400 / 8 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000029
Компьютер (Z0458232) C6000: Core i5-8400 / 16 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000030
Компьютер (Z0460366) B6100a: Ryzen 3 3200G / 2 x 4 Гб / 2 Тб;PC-0000031
Компьютер (Z0474943) Minitower: Ryzen 3 3200G / 2 x 4 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000032
Компьютер (Z0479172) A6100a: A8 9600 / 8 Гб / 1 Тб  240 Гб SSD / DVDRW;PC-0000033
Компьютер (Z0484542) A6100a: A8 9600 / 2 x 4 Гб / 1 Тб / DVDRW;PC-0000034
Компьютер (Z0486134) Minitower: Athlon 200GE / 2 x 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000035
Компьютер (Z0488827) Minitower: Core i3-10100 / 2 x 8 Гб / 240 Гб SSD / 1 Гбит;PC-0000036
Компьютер (Z0492076) A6100a: A8 9600 / 2 x 4 Гб / 240 Гб SSD / Win10 Pro;PC-0000037
Компьютер (Z0493012) Minitower: Core i3-10100 / 2 x 8 Гб / 240 Гб SSD / 1 Гбит;PC-0000038
Компьютер (Z0512135) B6100a: Ryzen 3 3200G / 2 x 4 Гб / 1 Тб / DVDRW;PC-0000039
Компьютер (Z0518593) E6100a: A8 9600 / 8 Гб / 1 Тб  128 Гб SSD / DVDRW / WiFi / Win10 Home;PC-0000040
Компьютер (Z0518744) Minitower: A8 9600 / 2 x 4 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000041
Компьютер (Z0518999) ZBOX: Core i3-10110U / 8 Гб / 250 Гб SSD;PC-0000042
Компьютер (Z0519818) A6100a: A8 9600 / 8 Гб / 1 Тб  240 Гб SSD / DVDRW;PC-0000043
Компьютер (Z0519843) Minitower: Core i3-8100 / 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000044
Компьютер (Z0519844) Minitower: Celeron G4930 / 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000045
Компьютер (Z0520212) Minitower: Core i5-10400 / 8 Гб / 1 Тб  120 Гб SSD / 1 Гбит;PC-0000046
Компьютер (Z0520320) Minitower: Core i5-8400 / 2 x 8 Гб / 256 Гб SSD / DVDRW / 1 Гбит / Win10 Pro;PC-0000047
Компьютер (Z0521616) Minitower: Core i5-10400 / 2 x 8 Гб / 480 Гб SSD / 1 Гбит / Win10 Pro;PC-0000048
Компьютер (Z0521626) A6100a: Athlon 3000G / 2 x 4 Гб / 240 Гб SSD / Win10 Pro;PC-0000049
Компьютер (Z0521826) E6100a: Athlon 3000G / 16 Гб / 2 Тб;PC-0000050
Компьютер (Z0522049) Minitower: Core i3-10100 / 8 Гб / 1 Тб / 1 Гбит;PC-0000051
Компьютер (Z0522296) Minitower: Core i3-10100 / 8 Гб / 256 Гб SSD / DVDRW / 1 Гбит / Win10 Pro;PC-0000052
Компьютер (Z0522955) Minitower: Core i3-10100 / 8 Гб / 240 Гб SSD / DVDRW / 1 Гбит / Win10 Pro;PC-0000053
Компьютер (Z0522975) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  480 Гб SSD / 1 Гбит;PC-0000054
Компьютер (Z0523931) Miditower: Core i3-10100 / 16 Гб / 1 Тб  128 Гб SSD / 1 Гбит;PC-0000055
Компьютер (Z0524799) A4500: Celeron G4930 / 2 x 4 Гб / 1 Тб;PC-0000056
Компьютер (Z0524807) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  240 Гб SSD / DVDRW / 1 Гбит;PC-0000057
Компьютер (Z0524988) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  240 Гб SSD / DVDRW / 1 Гбит;PC-0000058
Компьютер (Z0526601) Minitower: Core i3-10105 / 2 x 8 Гб / 256 Гб SSD  256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000059
Компьютер (Z0528185) Minitower: Pentium Gold G6405 / 4 Гб / 240 Гб SSD / 1 Гбит / Win10 Pro;PC-0000060
Компьютер (Z0529439) Minitower: Athlon 3000G / 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000061
Компьютер (Z0529440) Minitower: Athlon 3000G / 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000062
Компьютер (Z0531320) A6100a: Athlon 3000G / 2 x 4 Гб / 240 Гб SSD / Win10 Home;PC-0000063
Компьютер (Z0532535) Minitower: A10 9700 / 8 Гб / 240 Гб SSD / 1 Гбит;PC-0000064
Компьютер (Z0539201) Miditower: Core i5-11500 / 2 x 8 Гб / 500 Гб SSD / 1 Гбит;PC-0000065
Компьютер (Z0541468) Minitower: Pentium Gold G6400 / 2 x 4 Гб / 256 Гб SSD / 1 Гбит;PC-0000066
Компьютер (Z0543613) Minitower: Pentium Gold G6400 / 16 Гб / 500 Гб SSD / UHD Graphics 610 / 1 Гбит;PC-0000067
Компьютер (Z0544964) Minitower: Pentium Gold G6400 / 2 x 4 Гб / 256 Гб SSD / 1 Гбит;PC-0000068
Компьютер (Z0545108) Minitower: Core i5-10400 / 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000069
Компьютер (Z0545552) C6100-SLIM: Core i5-10400 / 2x8 Гб / 512 Гб SSD /;PC-0000070
Компьютер (Z0545668) Minitower: Core i3-10105 / 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000071
Компьютер (Z0545669) Minitower: Core i3-10105 / 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000072
Компьютер (Z0545859) Minitower: Core i5-10400 / 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000073
Компьютер (Z0545860) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000074
Компьютер (Z0545879) Minitower: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000075
Компьютер (Z0545916) C6100-SLIM: Core i5-10400 / 2 x 8 Гб / 1 Тб  256 Гб SSD / DVDRW;PC-0000076
Компьютер (Z0545968) Minitower: Celeron G5905 / 4 Гб / 120 Гб SSD / 1 Гбит / Win10 Pro;PC-0000077
Компьютер (Z0546119) B6000-SLIM: Core i5-10400 / 2 x 8 Гб / 1 Тб  256 Гб SSD;PC-0000078
Компьютер (Z0546229) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  256 Гб SSD / 1 Гбит;PC-0000079
Компьютер (Z0546358) C6100-SLIM: Core i5-10400 / 8 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000080
Компьютер (Z0546536) C6100-SLIM: Core i5-10500 / 2 x 8 Гб / 512 Гб SSD / Win10 Pro;PC-0000081
Компьютер (Z0546537) B6000-SLIM: Core i3-10105 / 8 Гб / 240 Гб SSD /;PC-0000082
Компьютер (Z0546591) Minitower: Core i5-10400 / 16 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000083
Компьютер (Z0546745) A6100: Pentium Gold G6405 / 2x4 Гб / 120 Гб SSD /;PC-0000084
Компьютер (Z0546901) Minitower: Pentium Gold G6405 / 2 x 4 Гб / 240 Гб SSD / 1 Гбит;PC-0000085
Компьютер (Z0547113) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  256 Гб SSD / 1 Гбит;PC-0000086
Компьютер (Z0547204) C6100: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000087
Компьютер (Z0547265) Minitower: Core i5-10400 / 16 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000088
Компьютер (Z0547303): Celeron 4205U / 4 Гб / 128 Гб SSD / Win10 Pro;PC-0000089
Компьютер (Z0547930) Minitower: Core i3-10105 / 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000090
Компьютер (Z0547961) Minitower: Ryzen 5 PRO 2400GE / 2 x 8 Гб / 1 Тб  256 Гб SSD / DVDRW / 1 Гбит;PC-0000091
Компьютер (Z0548090) B6100: Core i3-10105 / 8 Гб / 1 Тб / Win10 Pro;PC-0000092
Компьютер (Z0548098) Minitower: Core i3-10100 / 2 x 4 Гб / 1 Тб / 2xCOM / 1 Гбит / Win10 Pro;PC-0000093
Компьютер (Z0548177) A6100: Pentium Gold G6405 / 2x4 Гб / 256 Гб SSD /;PC-0000094
Компьютер (Z0548187) B6100: Core i3-10105 / 8 Гб / 1 Тб;PC-0000095
Компьютер (Z0548673) Minitower: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000096
Компьютер (Z0549093) E6100a: Athlon 3000G / 16 Гб / 2 Тб;PC-0000097
Компьютер (Z0549146) Minitower: Core i5-10400 / 2 x 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Home;PC-0000098
Компьютер (Z0549174) Minitower: Core i5-10400 / 2 x 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Pro;PC-0000099
Компьютер (Z0549203) C6100-SLIM: Core i5-10400 / 8 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000100
Компьютер (Z0549214) B6100: Core i3-10105 / 8 Гб / 1 Тб / DVDRW / 2 x 1 Гбит / Win10 Pro;PC-0000101
Компьютер (Z0549295) A6100: Core i5-10400 / 2x8 Гб / 512 Гб SSD /;PC-0000102
Компьютер (Z0549665) Minitower: Core i5-10400 / 2x8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro /;PC-0000103
Компьютер (Z0549699) 4U: Core i5-10400 / 16 Гб / 1 Тб / 1 Гбит / Win10 Pro /;PC-0000104
Компьютер (Z0549704) Minitower: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000105
Компьютер (Z0549717) Minitower: Ryzen 3 3200G / 2 x 4 Гб / 1 Тб / DVDRW / 1 Гбит;PC-0000106
Компьютер (Z0549718) B6100: Core i3-10105 / 8 Гб / 256 Гб SSD / Win10 Home;PC-0000107
Компьютер (Z0549754) B6100-SLIM: Core i3-10105 / 8 Гб / 256 Гб SSD / Win10 Pro;PC-0000108
Компьютер (Z0549767) Minitower: Core i5-10400F / 2 x 8 Гб / 2 Тб / 1 Гбит;PC-0000109
Компьютер (Z0549873) Minitower: Core i5-10500 / 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000110
Компьютер (Z0549940) Minitower: Core i3-10105 / 8 Гб / 240 Гб SSD / 2.5 Гбит;PC-0000111
Компьютер (Z0550523)6316 / 2969 ПЭВМ A6100: Core i5-10400 / 8 Гб / 512 Гб SSD / Win10 Pro /;PC-0000112
Компьютер (Z0550524) C6100: Core i5-10400 / 8 Гб / 1 Тб / DVDRW /;PC-0000113
Компьютер (Z0550525)4168 / 2969;PC-0000114
Компьютер (Z0550920) A6100: Core i3-10105 / 2x8 Гб / 240 Гб SSD /;PC-0000115
Компьютер (Z0551041)2941 / 2969;PC-0000116
Компьютер (Z0551043) Minitower: Pentium Gold G6400 / 8 Гб / 240 Гб SSD / 1 Гбит /;PC-0000117
Компьютер (Z0551185) Minitower: Core i5-10400 / 2 x 8 Гб / 2 Тб / DVDRW / 1 Гбит;PC-0000118
Компьютер (Z0551321) Minitower: Core i5-10400 / 8 Гб / 2x1 Тб / 1 Гбит /;PC-0000119
Компьютер (Z0551346)6115 / 2969;PC-0000120
Компьютер (Z0551357)6318 / 2969 ПЭВМ A6100: Core i5-10400 / 8 Гб / 512 Гб SSD / 4 Тб / Win10 Pro /;PC-0000121
Компьютер (Z0551376) C6100: Core i7-10700K / 2x8 Гб / 512 Гб SSD / 1 Тб / DVDRW / Win10 Pro /;PC-0000122
Компьютер (Z0551380) Minitower: Core i5-10400 / 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000123
Компьютер (Z0551394) C6100-SLIM: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / Win10 Pro;PC-0000124
Компьютер (Z0551438) Minitower: Core i5-10400 / 8 Гб / 1 Тб / 1 Гбит;PC-0000125
Компьютер (Z0551969)337 / 2969;PC-0000126
Компьютер (Z0552003) Minitower: Pentium Gold G6405 / 8 Гб / 250 Гб SSD / 1 Гбит /;PC-0000127
Компьютер (Z0552027) A6100: Core i3-10105 / 8 Гб / 256 Гб SSD / 1 Тб / DVDRW /;PC-0000128
Компьютер (Z0552039) Minitower: Xeon E-2224 / 16 Гб / 250 Гб SSD / 480 Гб SSD / 2 x 1 Гбит /;PC-0000129
Компьютер (Z0552046) B6100-SLIM: Core i3-10105 / 8 Гб / 1 Тб SSD /;PC-0000130
Компьютер (Z0552048) Minitower: Core i3-10105 / 8 Гб / 1 Тб / 1 Гбит / Win10 Pro /;PC-0000131
Компьютер (Z0552054) Minitower: Core i5-10500 / 8 Гб / 240 Гб SSD / 1 Гбит /;PC-0000132
Компьютер (Z0552112) C6100: Core i5-10400 / 8 Гб / 240 Гб SSD /;PC-0000133
Компьютер (Z0552118) A6100: Core i5-10400 / 8 Гб / 256 Гб SSD /;PC-0000134
Компьютер (Z0552121) B6100: Core i3-10105 / 8 Гб / 256 Гб SSD /;PC-0000135
Компьютер (Z0552127)1934 / 2969;PC-0000136
Компьютер (Z0552134) Minitower: Core i5-10400 / 8 Гб / 240 Гб SSD / 1 Гбит /;PC-0000137
Компьютер (Z0552156) C6100: Core i3-10105 / 8 Гб / 1 Тб / Win10 Pro /;PC-0000138
Компьютер (Z0552216) Miditower: Core i5-10400 / 2x8 Гб / 512 Гб SSD / 1 Гбит /;PC-0000139
Компьютер (Z0552230) Minitower: Core i3-10100 / 8 Гб / 1 Тб / 1 Гбит / Win10 Pro /;PC-0000140
Компьютер (Z0552233) C6100: Core i3-10105 / 8 Гб / 1 Тб / DVDRW / Win10 Pro /;PC-0000141
Компьютер (Z0552329) Minitower: Core i5-10400 / 8 Гб / 500 Гб SSD / 1 Гбит /;PC-0000142
Компьютер (Z0552342)3504 / 2969;PC-0000143
Компьютер (Z0552351) C6100: Core i5-10400 / 2x8 Гб / 1 Тб / DVDRW / Win10 Pro /;PC-0000144
Компьютер (Z0552359) A6100: Pentium Gold G6405 / 2x4 Гб / 250 Гб SSD / 1 Тб / Win10 Pro /;PC-0000145
Компьютер (Z0552366)4019 / 2969;PC-0000146
Компьютер (Z0552368)3444 / 2969;PC-0000147
Компьютер (Z0552384) C6100: Core i5-10400 / 2x8 Гб / 500 Гб SSD /;PC-0000148
Компьютер (Z0552408)3512 / 2969;PC-0000149
Компьютер (Z0552421) A4500: Pentium Gold G6405 / 2x4 Гб / 240 Гб SSD /;PC-0000150
Компьютер (Z0552423) Minitower: Core i5-10400 / 2x8 Гб / 500 Гб SSD / 1 Гбит /;PC-0000151
Компьютер (Z0552443) C6100: Core i5-10400 / 8 Гб / 240 Гб SSD /;PC-0000152
Компьютер (Z0552444) B6100: Pentium Gold G6405 / 8 Гб / 240 Гб SSD /;PC-0000153
Компьютер (Z0552448) Minitower: Celeron G5905 / 2x4 Гб / 256 Гб SSD / 1 Гбит /;PC-0000154
Компьютер (Z0552457) A6100: Core i5-10400 / 8 Гб / 256 Гб SSD /;PC-0000155
Компьютер (Z0552470) Minitower: Core i3-10105 / 8 Гб / 1 Тб / картовод / 1 Гбит /;PC-0000156
Компьютер (Z0552473) A6100: Core i3-10105 / 2x8 Гб / 2x1 Тб / DVDRW / Win10 Home /;PC-0000157
Компьютер (Z0552482) Minitower: Ryzen 5 PRO 2400GE / 16 Гб / 256 Гб SSD / 1 Тб / 1 Гбит / Win10 Home /;PC-0000158
Компьютер (Z0552496)1618 / 2969;PC-0000159
Компьютер (Z0552501)4181 / 2969;PC-0000160
Компьютер (Z0552516) C6100: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / Win10 Home;PC-0000161
Компьютер (Z0552586) B6100: Core i3-10105 / 8 Гб / 512 Гб SSD / WiFi /;PC-0000162
Компьютер (Z0552589)3059 / 2969;PC-0000163
Компьютер (Z0552690) Minitower: Core i3-10100 / 8 Гб / 256 Гб SSD / 1 Гбит;PC-0000164
Компьютер (Z0553716) Minitower: Core i5-10400 / 2 x 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Home;PC-0000165
Компьютер (Z0554406) C6100: Core i5-10400 / 2 x 8 Гб / 1 Тб  512 Гб SSD / Win10 Home;PC-0000166
Компьютер (Z0554407) A6100: Pentium Gold G6405 / 2 x 4 Гб / 256 Гб SSD / Win10 Pro;PC-0000167
Компьютер (Z0554408) C6100: Core i5-10400 / 2 x 8 Гб / 1 Тб  512 Гб SSD / Win10 Home;PC-0000168
Компьютер (Z0554646) C6100-SLIM: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW;PC-0000169
Компьютер (Z0556655) B6100-SLIM: Core i3-10105 / 8 Гб / 256 Гб SSD;PC-0000170
Компьютер (Z0556681) Minitower: Core i3-10105 / 8 Гб / 500 Гб SSD / DVDRW / 1 Гбит;PC-0000171
Компьютер (Z0556696) Minitower: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000172
Компьютер (Z0558142) Minitower: Core i3-10105 / 8 Гб / 256 Гб SSD / 1 Гбит;PC-0000173
Компьютер (Z0562280) Minitower: Core i3-10100 / 8 Гб / 500 Гб SSD / 1 Гбит;PC-0000174
Компьютер (Z0562281) Minitower: Core i5-10400 / 2 x 8 Гб / 500 Гб SSD / 1 Гбит / Win10 Pro;PC-0000175
Компьютер (Z0562959) sS6000 / 1U: Xeon E3-1220V6 / 2x8 Гб / 512 Гб SSD / Win10 Pro /;PC-0000176
Компьютер (Z0563078) C6100: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / Win10 Pro;PC-0000177
Компьютер (Z0563079) Minitower: Pentium Gold G6405 / 8 Гб / 240 Гб SSD / 1 Гбит / Win10 Pro;PC-0000178
Компьютер (Z0563520) A6100: Core i3-10105 / 8 Гб / 240 Гб SSD /;PC-0000179
Компьютер (Z0564355) Minitower: Core i5-10400 / 8 Гб / 240 Гб SSD / 1 Гбит / Win10 Home;PC-0000180
Компьютер (Z0564362) B6100: Core i3-10105 / 8 Гб / 256 Гб SSD;PC-0000181
Компьютер (Z0564848) Minitower: Pentium Gold G6405 / 8 Гб / 240 Гб SSD / 1 Гбит / Win10 Pro;PC-0000182
Компьютер (Z0565021) A6100: Pentium Gold G6405 / 2 x 4 Гб / 256 Гб SSD / Win10 Pro;PC-0000183
Компьютер (Z0565058) B6100: Core i5-10400 / 2 x 8 Гб / 2 Тб  256 Гб SSD / Win10 Pro;PC-0000184
Компьютер (Z0565438) Minitower: Core i5-10400 / 8 Гб / 1 Тб / DVDRW / 1 Гбит;PC-0000185
Компьютер (Z0565614) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  240 Гб SSD / DVDRW / 1 Гбит;PC-0000186
Компьютер (Z0565642) B6100: Core i7-10700 / 2 x 8 Гб / 256 Гб SSD / Win10 Pro;PC-0000187
Компьютер (Z0565688) B6100: Core i3-10105 / 8 Гб / 2 Тб  512 Гб SSD / DVDRW / Win10 Home;PC-0000188
Компьютер (Z0566265) B6100: Core i3-10105 / 8 Гб / 1 Тб  240 Гб SSD / DVDRW;PC-0000189
Компьютер (Z0567284) Miditower: Core i3-10105 / 8 Гб / 1 Тб  250 Гб SSD / 1 Гбит;PC-0000190
Компьютер (Z0567495) Miditower: Core i3-10105 / 16 Гб / 480 Гб SSD / 1 Гбит;PC-0000191
Компьютер (Z0569337) A6100: Pentium Gold G6405 / 2 x 4 Гб / 512 Гб SSD / DVDRW;PC-0000192
Компьютер (Z0569338) C6100 Minitower: Core i5-10400 / 2 x 8 Гб / 256 Гб SSD / DVDRW;PC-0000193
Компьютер (Z0569341) Minitower: Core i3-10100 / 8 Гб / 256 Гб SSD / 1 Гбит;PC-0000194
Компьютер (Z0569343) Minitower: Core i3-10100 / 8 Гб / 512 Гб SSD / 1 Гбит;PC-0000195
Компьютер (Z0569660) A6100: Pentium Gold G6400 / 2 x 4 Гб / 256 Гб SSD / Win10 Pro;PC-0000196
Компьютер (Z0570290) A6100: Pentium Gold G6405 / 2 x 8 Гб / 256 Гб SSD / Win10 Pro;PC-0000197
Компьютер (Z0571801) Minitower: Core i5-10400 / 8 Гб / 1 Тб / 1 Гбит / Win10 Home /;PC-0000198
Компьютер (Z0571804) Minitower: Core i5-10400 / 8 Гб / 1 Тб / 1 Гбит;PC-0000199
Компьютер (Z0572423)4017 / 2969;PC-0000200
Компьютер (Z0572529) Minitower: Core i3-10105 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win11 Pro;PC-0000201
Компьютер (Z0572853) Minitower: A6 9500E PRO / 8 Гб / 512 Гб SSD / 1 Гбит;PC-0000202
Компьютер (Z0572885) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000203
Компьютер (Z0572954) Minitower: Core i3-10105 / 8 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000204
Компьютер (Z0573044) B6100: Core i3-10105 / 2x8 Гб / 480 Гб SSD / Win10 Pro /;PC-0000205
Компьютер (Z0573077) Minitower: A8 9600 / 8 Гб / 1 Тб / 1 Гбит /;PC-0000206
Компьютер (Z0573226) Minitower: Core i3-10100 / 8 Гб / 240 Гб SSD / 1 Гбит /;PC-0000207
Компьютер (Z0573241) Minitower: Core i5-10400 / 8 Гб / 240 Гб SSD / 1 Гбит /;PC-0000208
Компьютер (Z0573294) Minitower: Core i5-10400 / 8 Гб / 256 Гб SSD / 1 Гбит /;PC-0000209
Компьютер (Z0573297) Minitower: Celeron G5925 / 4 Гб / 240 Гб SSD / 1 Гбит /;PC-0000210
Компьютер (Z0573304) Minitower: Core i5-10400 / 2 x 8 Гб / 512 Гб SSD / 1 Гбит / Win10 Pro;PC-0000211
Компьютер (Z0573325) C6100: Core i5-10400 / 2 x 8 Гб / 256 Гб SSD / DVDRW;PC-0000212
Компьютер (Z0573705) Minitower: Core i5-10400 / 8 Гб / 250 Гб SSD / DVDRW / 1 Гбит / Win10 Pro;PC-0000213
Компьютер (Z0573706) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб / DVDRW / 1 Гбит / Win10 Pro;PC-0000214
Компьютер (Z0573753) Minitower: Core i3-10100 / 8 Гб / 250 Гб SSD / DVDRW / 1 Гбит / Win10 Pro;PC-0000215
Компьютер (Z0573791) Miditower: Core i5-11400 / 2 x 4 Гб / 2 Тб / 1 Гбит;PC-0000216
Компьютер (Z0573827) Minitower: Pentium Gold G6400 / 8 Гб / 2 Тб  250 Гб SSD / 1 Гбит / Win11 Pro;PC-0000217
Компьютер (Z0574172) Minitower: Core i5-10400 / 2 x 8 Гб / 480 Гб SSD / 1 Гбит;PC-0000218
Компьютер (Z0574189) B6100: Core i5-10400 / 2x8 Гб / 2 Тб / 256 Гб SSD / DVDRW / Win10 Pro /;PC-0000219
Компьютер (Z0574218) C6100: Core i5-10400 / 8 Гб / 128 Гб SSD /;PC-0000220
Компьютер (Z0574244) A4500: Pentium Gold G6405 / 8 Гб / 240 Гб SSD /;PC-0000221
Компьютер (Z0574260) Minitower: A6 9500E PRO / 8 Гб / 256 Гб SSD / 1 Гбит / Win10 Home /;PC-0000222
Компьютер (Z0574271) C6100: Core i5-10400 / 2x8 Гб / 512 Гб SSD /;PC-0000223
Компьютер (Z0574273) 4U: Core i5-10400 / 2x8 Гб / 1 Тб / 1 Гбит / Win10 Pro /;PC-0000224
Компьютер (Z0574274) Minitower: Core i3-10105 / 8 Гб / 250 Гб SSD / 1 Гбит / Win10 Pro /;PC-0000225
Компьютер (Z0574309) G6000M / PRO: Core i5-10600 / 2 x 8 Гб / 256 Гб SSD / Win10 Pro;PC-0000226
Компьютер (Z0574331) Minitower: Core i5-10400 / 2 x 8 Гб / 1 Тб  240 Гб SSD / 1 Гбит;PC-0000227
Компьютер (Z0574335) Minitower: Core i5-10400 / 16 Гб / 1 Тб / DVDRW / 1 Гбит;PC-0000228
Компьютер (Z0574464) Minitower: Celeron G5905 / 4 Гб / 120 Гб SSD / 1 Гбит / 1 Гбит / Win10 Pro;PC-0000229
